Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Location,Transaction_Time,Device_Used,Account_Age,Credit_Score,Previous_Fraud,Is_Fraud
T238,C6778,8163.84,Online Payment,"Richardsonport, Antigua and Barbuda",2025-02-04 14:56:01,Mobile,20,760,0,0
T239,C5285,5274.36,Transfer,"Michelleville, Azerbaijan",2025-01-27 07:02:36,Mobile,13,507,0,0
T240,C1277,7471.67,Transfer,"East Allen, Malta",2025-02-01 22:58:19,POS Terminal,11,747,1,0
T241,C6395,4530.27,Deposit,"South Jessicaland, Gambia",2025-01-27 14:33:53,Web,8,839,1,0
T242,C1471,244.26,Withdrawal,"Morsehaven, Pitcairn Islands",2025-01-17 05:52:59,Web,14,659,1,0
T243,C6330,8820.32,Withdrawal,"Barronland, Anguilla",2025-02-09 10:13:07,Web,11,612,1,1
T244,C5422,5351.45,Deposit,"Lake Kevintown, Gambia",2025-01-09 08:40:11,Web,18,494,0,0
T245,C7532,9083.25,Transfer,"Angelaton, Tokelau",2025-01-02 05:25:24,POS Terminal,19,726,0,1
T246,C7064,6000.25,Online Payment,"New Mark, Thailand",2025-01-27 14:04:40,ATM,17,751,1,0
T247,C8821,366.64,Transfer,"Angelashire, Burkina Faso",2025-01-05 04:55:34,ATM,15,707,1,0
T248,C6244,27.8,Withdrawal,"Jordanstad, Namibia",2025-01-19 21:54:47,POS Terminal,18,514,1,1
T249,C4311,833.25,Online Payment,"New Cynthiatown, Serbia",2025-02-03 06:11:35,ATM,4,658,0,0
T250,C1862,4977.05,Withdrawal,"Conleyfurt, Burundi",2025-02-08 05:04:11,ATM,13,756,0,0
T251,C7280,8745.12,Withdrawal,"Mcgeeland, Seychelles",2025-02-10 23:15:41,Mobile,16,386,0,0
T252,C6426,8558.85,Withdrawal,"Kimberlyland, Pitcairn Islands",2025-02-13 23:24:19,ATM,10,527,0,0
T253,C6253,2353.77,Transfer,"New Renee, Ukraine",2025-02-13 08:47:10,Mobile,4,730,1,1
T254,C1552,438.05,Transfer,"East John, Serbia",2025-02-14 20:03:45,ATM,2,623,0,0
T255,C4739,7795.83,Deposit,"New Christianstad, Guinea-Bissau",2025-02-04 23:52:51,Mobile,18,380,1,1
T256,C9039,9686.35,Online Payment,"East Jillton, Ghana",2025-02-02 11:05:40,ATM,5,842,1,0
T257,C4170,3081.81,Withdrawal,"Georgestad, Pitcairn Islands",2025-02-01 15:04:56,ATM,3,687,0,0
T258,C2085,7149.69,Deposit,"Jonesside, Guernsey",2025-01-06 09:39:35,Web,12,775,1,0
T259,C9016,6159.21,Online Payment,"Ryanchester, Palau",2025-02-16 04:26:12,POS Terminal,6,838,0,0
T260,C2905,7008.37,Withdrawal,"East Cassandratown, Syrian Arab Republic",2025-01-10 19:41:37,Web,1,374,1,1
T261,C2902,4083.29,Deposit,"West Jason, Jersey",2025-02-12 10:47:10,ATM,7,440,0,0
T262,C4998,6806.62,Deposit,"North Michaeltown, Honduras",2025-01-18 22:41:51,Web,9,648,0,0
T263,C1454,3333.3,Transfer,"Joyceland, Montenegro",2025-01-14 15:18:16,POS Terminal,6,807,1,0
T264,C2330,6845.54,Transfer,"South Kathryn, Latvia",2025-01-27 15:00:50,Mobile,6,784,0,0
T265,C2558,338.68,Withdrawal,"Callahanshire, Croatia",2025-01-22 08:56:33,ATM,14,641,0,0
T266,C4623,9604.32,Transfer,"East Leonardtown, Norfolk Island",2025-01-22 15:41:59,ATM,3,343,1,0
T267,C5596,2202.71,Deposit,"Ramirezbury, Bouvet Island (Bouvetoya)",2025-01-30 10:10:54,ATM,17,517,1,0
T268,C8978,3128.15,Withdrawal,"New Ericashire, Myanmar",2025-01-21 11:09:18,ATM,13,437,0,0
T269,C2469,7360.54,Online Payment,"Brendahaven, Mozambique",2025-02-15 01:36:58,POS Terminal,14,707,1,1
T270,C3405,6396.86,Online Payment,"North Kevin, Mongolia",2025-01-31 22:35:18,Mobile,17,331,1,1
T271,C2834,7600.79,Deposit,"Christopherhaven, Cyprus",2025-01-19 08:27:43,POS Terminal,14,390,1,1
T272,C7072,1587.65,Withdrawal,"East Carlville, Equatorial Guinea",2025-01-06 11:21:56,ATM,12,804,0,0
T273,C8843,217.16,Online Payment,"Frankside, Palestinian Territory",2025-01-31 16:06:17,POS Terminal,5,512,0,0
T274,C4005,9906.09,Online Payment,"East Shellybury, Bangladesh",2025-01-27 15:08:28,Web,16,348,1,1
T275,C7927,6113.17,Deposit,"Lake Hannahmouth, Nigeria",2025-01-20 05:44:29,ATM,10,691,0,0
T276,C8161,8644.35,Online Payment,"Hooperberg, Jersey",2025-01-08 17:55:59,Mobile,12,574,0,0
T277,C7072,4842.51,Transfer,"Scottport, Cote d'Ivoire",2025-01-24 05:36:53,Mobile,2,312,0,1
T278,C1256,1399.43,Withdrawal,"New Wendy, Cayman Islands",2025-01-30 15:30:24,POS Terminal,18,420,0,0
T279,C8864,2363.18,Transfer,"North Marilynville, Belarus",2025-02-11 20:38:31,ATM,15,404,0,0
T280,C7273,7818.98,Online Payment,"Lake Michelle, Albania",2025-02-09 09:57:35,Mobile,17,803,0,0
T281,C2387,2686.55,Transfer,"Rebeccaberg, Jamaica",2025-01-29 08:22:36,Web,18,375,0,0
T282,C1833,203.63,Online Payment,"Oliviaview, Serbia",2025-01-05 18:21:02,ATM,19,713,1,1
T283,C4857,5230.4,Online Payment,"Allenmouth, Lesotho",2025-02-04 22:58:04,ATM,3,586,1,0
T284,C8010,9394.59,Online Payment,"Lake Edwardview, Moldova",2025-01-13 16:46:21,ATM,5,701,0,0
T285,C9680,1032.88,Online Payment,"North Julian, Egypt",2025-01-09 02:29:52,ATM,18,346,1,0
T286,C8761,5962.35,Transfer,"Danielfort, Svalbard & Jan Mayen Islands",2025-02-01 15:05:04,POS Terminal,4,515,1,0
T287,C2315,6143.4,Online Payment,"Morrowchester, Antigua and Barbuda",2025-01-10 06:41:33,POS Terminal,1,693,1,0
T288,C6634,4433.83,Online Payment,"South Ronald, Kazakhstan",2025-01-09 21:19:10,ATM,3,768,0,0
T289,C7972,1922.28,Withdrawal,"Adamville, Pitcairn Islands",2025-01-10 20:58:35,Web,2,432,0,1
T290,C5249,6777.16,Transfer,"West Kimberly, Tanzania",2025-01-09 16:17:20,ATM,15,783,0,0
T291,C5717,9993.18,Online Payment,"Jasonmouth, Cayman Islands",2025-02-08 08:21:30,Mobile,17,381,0,1
T292,C2642,9122.76,Transfer,"West Aaron, Greenland",2025-01-31 19:38:17,Mobile,13,629,1,0
T293,C7555,2417.02,Deposit,"Andersonview, Eritrea",2025-01-25 10:19:36,POS Terminal,19,621,1,0
T294,C1677,3976.63,Transfer,"New Roy, Finland",2025-02-01 15:40:31,ATM,16,771,1,0
T295,C8181,1618.15,Withdrawal,"Karenbury, Guadeloupe",2025-02-04 16:19:58,Web,2,462,1,0
T296,C8728,8672.73,Transfer,"Joshuastad, Macao",2025-01-15 16:57:10,Web,2,789,0,0
T297,C3878,6732.88,Deposit,"South Spencer, Panama",2025-01-18 23:21:01,Web,11,441,0,0
T298,C3625,7133.1,Withdrawal,"South Gabrielville, Dominica",2025-01-20 14:51:50,ATM,19,762,0,0
T299,C8649,3617.3,Withdrawal,"Kylietown, Zimbabwe",2025-01-27 15:27:47,Web,15,512,1,0
T300,C2110,2238.18,Deposit,"North Diane, Mexico",2025-02-06 22:35:22,POS Terminal,9,428,0,0
T301,C1046,8674.12,Online Payment,"Brianstad, Solomon Islands",2025-01-29 22:41:27,POS Terminal,9,339,1,1
T302,C2805,7170.7,Online Payment,"Mariafurt, San Marino",2025-02-09 06:38:06,Mobile,9,748,0,0
T303,C1325,1653.38,Withdrawal,"New Christopher, United States of America",2025-02-10 12:17:18,POS Terminal,11,804,1,1
T304,C2528,6302.22,Online Payment,"Rosefurt, Mozambique",2025-02-05 11:04:41,POS Terminal,9,526,1,1
T305,C8919,610.47,Transfer,"East Susanberg, Tanzania",2025-01-17 05:43:32,ATM,12,611,0,0
T306,C6615,4432.55,Transfer,"Hamptonshire, Tunisia",2025-01-19 22:30:42,ATM,20,587,1,0
T307,C3293,9913.34,Online Payment,"Port Samantha, Comoros",2025-01-22 08:45:08,Mobile,1,840,1,0
T308,C8523,1056.09,Transfer,"Lisaside, Guyana",2025-01-17 14:05:26,Web,20,702,0,0
T309,C5000,1483.58,Online Payment,"Barbaratown, Tokelau",2025-01-13 13:08:19,Mobile,11,362,0,0
T310,C9875,7213.38,Deposit,"New Kenneth, Liberia",2025-01-16 21:59:16,ATM,1,521,0,0
T311,C9309,7583.92,Transfer,"Johnsonside, Sao Tome and Principe",2025-01-16 09:04:52,POS Terminal,16,841,1,0
T312,C1756,5979.09,Transfer,"Wilsonborough, Australia",2025-01-26 04:37:53,Mobile,13,577,1,0
T313,C1558,7717.78,Deposit,"South Kristenbury, Belgium",2025-01-28 16:36:31,POS Terminal,15,621,0,0
T314,C6405,9242.68,Transfer,"Martinmouth, Switzerland",2025-01-27 13:00:15,POS Terminal,6,377,0,1
T315,C9462,6119.33,Deposit,"Sabrinaberg, Saint Pierre and Miquelon",2025-01-26 06:58:07,ATM,13,585,0,1
T316,C6458,2963.21,Withdrawal,"Shannonville, Cape Verde",2025-01-25 22:21:54,Web,17,685,1,1
T317,C4092,145.05,Online Payment,"Lake Maryberg, Cuba",2025-02-03 13:49:43,Mobile,18,834,1,0
T318,C8991,3311.49,Deposit,"North Aaronfurt, Slovenia",2025-01-20 07:56:53,ATM,12,545,0,0
T319,C5274,396.9,Withdrawal,"South Peterview, Kiribati",2025-02-02 00:38:42,ATM,3,375,0,0
T320,C3876,6783.71,Deposit,"West Mary, Saint Kitts and Nevis",2025-01-23 03:00:53,ATM,10,458,1,1
T321,C3958,4464.01,Withdrawal,"Flemingmouth, Austria",2025-01-27 22:39:49,Web,12,791,0,0
T322,C4832,1970.47,Deposit,"Lake Andre, Saint Barthelemy",2025-02-14 11:21:46,Mobile,4,402,1,0
T323,C2331,795.28,Transfer,"South Ashleyview, Uzbekistan",2025-01-27 06:40:05,ATM,17,748,1,1
T324,C7333,8202.39,Transfer,"North Robert, Guernsey",2025-01-14 02:05:11,ATM,17,374,0,0
T325,C9704,2739.56,Transfer,"North Joshuachester, Saint Kitts and Nevis",2025-01-06 20:29:58,Mobile,2,460,0,0
T326,C5197,3083.82,Deposit,"East James, Samoa",2025-02-12 22:34:11,ATM,10,415,1,0
T327,C3230,4673.5,Withdrawal,"Melissabury, Christmas Island",2025-02-10 16:05:36,ATM,17,539,0,0
T328,C1699,2657.55,Online Payment,"North Glenntown, Burkina Faso",2025-02-12 17:44:42,ATM,9,836,0,0
T329,C1201,2185.77,Online Payment,"Pooleton, Nigeria",2025-01-28 22:37:39,Mobile,19,448,1,1
T330,C5355,2980.42,Online Payment,"New Jennifer, Suriname",2025-02-15 00:30:13,POS Terminal,9,554,0,0
T331,C3877,9417.71,Withdrawal,"Ronaldshire, New Zealand",2025-01-31 00:28:49,Web,5,334,1,0
T332,C4234,2769.38,Online Payment,"Floresfort, Aruba",2025-01-28 18:22:28,POS Terminal,16,842,0,0
T333,C2795,832.67,Transfer,"South Jamesborough, Central African Republic",2025-02-08 16:27:45,Web,20,553,0,0
T334,C7094,1466.97,Online Payment,"Port Jacquelinechester, Swaziland",2025-01-17 19:50:40,Web,1,566,1,0
T335,C2233,8307.65,Transfer,"East Kennethfurt, Mexico",2025-02-15 18:11:36,Mobile,14,390,0,1
T336,C2040,2384.33,Transfer,"Jonathanstad, Andorra",2025-01-07 11:12:00,Mobile,6,761,0,0
T337,C5156,1345.19,Transfer,"East Kenneth, Iceland",2025-02-02 19:25:50,Mobile,15,739,0,0
T338,C4775,3337.07,Deposit,"Port Tammy, French Southern Territories",2025-01-09 22:56:05,Mobile,7,353,0,1
T339,C6488,2973.4,Online Payment,"Gutierrezside, Saint Kitts and Nevis",2025-02-15 07:23:19,POS Terminal,7,319,0,0
T340,C3025,7049.08,Transfer,"Danielshire, Western Sahara",2025-01-15 18:05:00,Mobile,20,353,1,0
T341,C4463,8624.3,Transfer,"North Dylan, Belgium",2025-01-28 09:00:49,ATM,14,388,1,1
T342,C4242,1126.22,Transfer,"North Justinmouth, Nicaragua",2025-01-28 03:54:24,Mobile,12,726,1,0
T343,C6593,5901.29,Transfer,"New Brenda, Central African Republic",2025-02-06 18:39:43,Mobile,14,739,1,0
T344,C6149,8266.83,Deposit,"West Paul, Thailand",2025-01-26 17:21:48,Mobile,11,450,0,0
T345,C5154,6555.23,Online Payment,"North Megan, Lao People's Democratic Republic",2025-02-07 04:39:26,Mobile,10,701,1,1
T346,C3211,5450.41,Withdrawal,"Lake Richardport, Andorra",2025-01-13 10:30:23,Mobile,9,591,1,0
T347,C9412,7092.14,Transfer,"South Tiffany, Grenada",2025-02-15 14:24:44,Mobile,9,300,0,0
T348,C9508,299.57,Withdrawal,"New Natalie, China",2025-01-14 11:59:52,POS Terminal,4,466,1,0
T349,C9828,6643.3,Online Payment,"West Ashley, Saint Vincent and the Grenadines",2025-01-10 17:59:52,Mobile,14,623,1,0
T350,C8396,680.86,Online Payment,"Brendashire, Paraguay",2025-02-05 15:18:51,ATM,11,530,1,0
T351,C7869,8886.98,Transfer,"North Brianburgh, Uruguay",2025-01-14 17:51:53,Web,10,688,1,0
T352,C7938,1258.2,Withdrawal,"East Evanport, Cote d'Ivoire",2025-01-04 05:57:36,Mobile,12,397,0,0
T353,C5910,4177.99,Online Payment,"Lake Josephborough, Korea",2025-02-14 22:15:42,Mobile,11,792,1,0
T354,C2453,5487.28,Withdrawal,"Port Daniel, Maldives",2025-02-13 05:40:52,Web,7,557,1,1
T355,C1972,3587.03,Online Payment,"Danielburgh, Finland",2025-01-15 06:46:26,ATM,18,401,0,0
T356,C2838,5678.29,Withdrawal,"North Melissaview, Uganda",2025-02-14 07:16:09,Mobile,6,511,0,1
T357,C2340,6056.36,Withdrawal,"Davidsonstad, Serbia",2025-01-18 18:52:57,POS Terminal,4,442,1,0
T358,C4966,6905.45,Withdrawal,"East Janetside, Liechtenstein",2025-01-09 07:42:57,ATM,2,640,0,1
T359,C9376,9445.79,Online Payment,"South Tiffanyborough, Saint Barthelemy",2025-01-28 01:30:58,POS Terminal,3,698,0,0
T360,C4972,8829.05,Deposit,"New Alexismouth, Turkey",2025-01-23 12:24:16,POS Terminal,15,705,0,0
T361,C4854,6246.74,Transfer,"North Samuelport, Puerto Rico",2025-02-07 09:10:41,Mobile,2,482,1,1
T362,C8048,2163.57,Transfer,"Sheilaview, Kuwait",2025-01-02 22:11:34,Web,8,484,1,1
T363,C6864,4167.27,Online Payment,"Trantown, Micronesia",2025-01-04 13:27:04,ATM,16,325,1,1
T364,C9827,5582.47,Online Payment,"New Martha, United States of America",2025-01-24 23:59:37,Mobile,18,754,0,0
T365,C9764,3331.21,Withdrawal,"New John, Zimbabwe",2025-01-15 22:38:51,POS Terminal,10,429,0,0
T366,C4999,4043.54,Transfer,"New Ruthberg, Moldova",2025-01-18 03:54:56,ATM,13,673,1,0
T367,C6661,2706.85,Online Payment,"Castrostad, Spain",2025-01-20 06:50:59,POS Terminal,5,579,0,0
T368,C2831,5556.53,Withdrawal,"North Thomas, Saint Martin",2025-02-03 08:28:32,ATM,15,598,0,0
T369,C7414,5663.15,Deposit,"Woodfort, Guernsey",2025-01-15 10:26:36,Mobile,5,526,1,1
T370,C8399,9938.14,Withdrawal,"West Johnmouth, Germany",2025-02-11 02:05:43,Mobile,16,332,0,0
T371,C4381,1614.73,Online Payment,"Susanburgh, Sao Tome and Principe",2025-01-13 14:24:15,ATM,10,681,0,0
T372,C8199,9186.22,Transfer,"North Brenda, Romania",2025-01-26 02:10:13,Web,10,341,1,1
T373,C4940,8028.97,Deposit,"East Martinland, Portugal",2025-01-29 00:52:42,ATM,18,657,1,0
T374,C6867,2927.54,Online Payment,"Michelleview, Guatemala",2025-01-20 09:02:39,ATM,18,737,0,0
T375,C8455,236.44,Withdrawal,"Amyside, Norfolk Island",2025-02-12 02:22:58,ATM,4,693,1,0
T376,C2328,3365.53,Online Payment,"New Christineville, Cuba",2025-02-06 17:35:43,Web,11,799,1,1
T377,C2109,8805.93,Transfer,"East Dennis, Algeria",2025-01-18 09:48:37,Web,4,352,0,0
T378,C8377,8514.58,Deposit,"South Kristenmouth, Gabon",2025-02-01 20:44:53,Web,14,497,0,1
T379,C3183,6559.59,Online Payment,"New Stephenchester, Bhutan",2025-02-14 22:57:42,Web,17,765,0,0
T380,C2419,9635.43,Withdrawal,"Freemanburgh, Hong Kong",2025-01-24 14:36:14,ATM,7,390,1,1
T381,C5435,4160.06,Online Payment,"East Don, Chile",2025-02-02 14:33:05,ATM,9,687,1,1
T382,C9217,4128.04,Withdrawal,"Port Scott, British Indian Ocean Territory (Chagos Archipelago)",2025-01-31 19:42:16,Web,8,772,1,0
T383,C9929,7737.48,Deposit,"Lake Kimberly, New Caledonia",2025-02-12 12:50:16,Mobile,13,446,0,0
T384,C8986,1769.08,Deposit,"East Michaelside, Kazakhstan",2025-02-02 12:37:23,Web,6,785,0,0
T385,C2275,6434.98,Online Payment,"North Timothy, Qatar",2025-01-18 16:36:45,Web,14,566,0,0
T386,C5897,3628.83,Withdrawal,"West Sarahbury, Tunisia",2025-01-08 20:38:00,Web,7,776,1,0
T387,C5083,3304.55,Online Payment,"East Emily, Lithuania",2025-01-28 22:33:26,POS Terminal,6,581,0,0
T388,C7148,3121.27,Transfer,"New Michelle, Portugal",2025-01-04 11:19:24,Web,16,492,0,0
T389,C9867,4424.99,Withdrawal,"Normanburgh, Libyan Arab Jamahiriya",2025-01-17 00:27:25,ATM,1,703,1,0
T390,C2638,6485.31,Online Payment,"Leachside, Turks and Caicos Islands",2025-01-05 02:14:00,ATM,7,839,0,0
T391,C4139,6000.96,Withdrawal,"Brookeshire, Serbia",2025-01-20 17:11:45,ATM,14,303,1,1
T392,C3022,1767.48,Transfer,"West Aaron, Israel",2025-01-30 14:56:10,Web,6,391,1,1
T393,C8435,9500.43,Transfer,"Lauriechester, Paraguay",2025-02-08 05:40:23,POS Terminal,5,446,0,0
T394,C2936,7063.15,Online Payment,"New Jonathanburgh, Nauru",2025-02-12 09:36:54,Mobile,20,707,1,0
T395,C9407,4837.32,Deposit,"East Aaronland, Finland",2025-02-03 01:12:59,Mobile,9,788,0,0
T396,C4189,7984.46,Transfer,"Lake Chad, Israel",2025-01-06 14:13:15,Mobile,15,525,1,0
T397,C3291,7193.48,Transfer,"Macktown, Barbados",2025-02-09 22:35:36,ATM,10,338,1,1
T398,C4866,1354.52,Transfer,"Markborough, Albania",2025-01-13 16:51:53,Web,11,469,1,1
T399,C5883,7146.19,Deposit,"Kathleenchester, Central African Republic",2025-01-03 14:50:44,Web,12,694,0,0
T400,C2929,3195.0,Deposit,"Torresview, Netherlands Antilles",2025-01-27 04:10:34,Mobile,11,362,0,1
T401,C6805,7865.97,Transfer,"Patricialand, Kenya",2025-01-18 04:43:31,Mobile,18,829,0,0
T402,C8081,9394.64,Deposit,"New Dustinport, Nauru",2025-01-13 12:00:38,POS Terminal,3,425,1,0
T403,C7481,5917.25,Online Payment,"Curryside, Timor-Leste",2025-01-12 18:08:55,Web,20,496,0,0
T404,C3862,3952.05,Transfer,"Nicoleside, Nicaragua",2025-01-22 09:39:03,Mobile,8,749,0,0
T405,C3182,709.86,Deposit,"Burchport, Cocos (Keeling) Islands",2025-01-12 14:43:36,POS Terminal,10,605,1,0
T406,C4005,3527.22,Withdrawal,"New Ashley, Saint Pierre and Miquelon",2025-01-01 10:36:14,ATM,19,378,0,1
T407,C8975,235.83,Transfer,"Rosariostad, Argentina",2025-02-11 17:54:15,Mobile,4,563,0,0
T408,C3544,4852.27,Online Payment,"Lake Jenny, Cook Islands",2025-02-15 16:08:20,ATM,20,732,0,0
T409,C1776,4966.03,Withdrawal,"Danielleton, French Guiana",2025-01-23 13:33:22,Mobile,18,754,0,0
T410,C4232,4792.86,Online Payment,"Danielside, Dominica",2025-02-15 22:55:10,Mobile,13,429,1,0
T411,C7417,8037.42,Withdrawal,"Lake Brian, Madagascar",2025-01-05 14:50:51,Mobile,16,541,0,0
T412,C1085,8909.73,Online Payment,"East Anthony, Antigua and Barbuda",2025-01-11 05:43:20,POS Terminal,18,532,0,0
T413,C9726,6352.15,Deposit,"Richardsfort, Martinique",2025-01-20 18:19:19,POS Terminal,12,730,1,0
T414,C9193,9808.34,Withdrawal,"Barkerberg, Singapore",2025-01-15 02:54:29,ATM,11,558,0,0
T415,C6038,4300.54,Withdrawal,"Atkinsonburgh, Mozambique",2025-02-09 05:27:47,Mobile,20,775,0,0
T416,C7941,7611.18,Withdrawal,"Johnstonfort, Brazil",2025-01-11 07:41:03,Web,9,428,1,0
T417,C8169,510.9,Deposit,"New Mathew, Saint Martin",2025-01-17 22:42:15,Web,3,564,1,1
T418,C7101,8576.64,Withdrawal,"Hannahview, Maldives",2025-01-18 14:59:15,Web,14,674,0,0
T419,C5728,2115.97,Online Payment,"Port James, Maldives",2025-02-08 20:42:10,Mobile,5,452,1,0
T420,C3010,7450.73,Withdrawal,"Lake Danielle, Slovakia (Slovak Republic)",2025-02-15 13:35:12,Web,12,750,1,0
T421,C6506,814.4,Withdrawal,"Jamesshire, Israel",2025-01-13 14:39:25,POS Terminal,16,380,1,0
T422,C4577,9724.24,Online Payment,"Stonemouth, Dominican Republic",2025-01-25 22:40:26,POS Terminal,6,803,0,0
T423,C3878,1619.31,Withdrawal,"Hernandezview, Seychelles",2025-01-01 02:40:50,Mobile,10,301,1,1
T424,C2467,3695.53,Online Payment,"Amyborough, Iran",2025-01-01 06:27:24,Mobile,4,659,0,0
T425,C7755,5673.01,Online Payment,"Wardchester, Norfolk Island",2025-01-14 01:22:43,POS Terminal,14,315,1,1
T426,C7526,3330.85,Withdrawal,"Smithville, Isle of Man",2025-02-09 06:32:07,ATM,3,430,0,0
T427,C9106,5000.08,Deposit,"Wardberg, American Samoa",2025-01-28 22:51:28,Web,3,368,1,1
T428,C8489,3059.85,Deposit,"Thomasmouth, Niue",2025-02-14 07:45:14,POS Terminal,6,699,1,1
T429,C8654,5456.33,Online Payment,"Bakerville, Colombia",2025-02-02 16:48:49,Web,17,681,1,1
T430,C4719,548.19,Transfer,"Port Thomashaven, South Georgia and the South Sandwich Islands",2025-02-06 17:59:31,ATM,20,462,1,0
T431,C1492,5748.32,Transfer,"North Marilyn, Nicaragua",2025-02-03 02:58:51,Web,10,795,1,0
T432,C7782,8987.66,Withdrawal,"Holmesfort, Lithuania",2025-01-28 10:41:42,Mobile,8,504,1,0
T433,C1585,777.2,Transfer,"South Mauriceburgh, Greece",2025-01-28 06:39:55,POS Terminal,13,486,0,0
T434,C6349,6885.09,Deposit,"North Heather, Namibia",2025-02-08 22:35:08,POS Terminal,7,823,1,0
T435,C8784,2243.9,Withdrawal,"Jacksontown, Ukraine",2025-02-15 22:44:02,ATM,6,793,0,0
T436,C7321,6658.91,Online Payment,"South Joseborough, Guatemala",2025-01-16 12:15:14,POS Terminal,17,615,0,1
T437,C7557,9138.64,Transfer,"Johnsonview, Rwanda",2025-01-24 09:49:33,POS Terminal,15,453,1,1
T438,C1656,1140.2,Transfer,"Bonillastad, Djibouti",2025-01-18 23:49:31,Mobile,9,659,0,0
T439,C9669,1832.19,Deposit,"East Crystalchester, Ethiopia",2025-01-30 12:20:28,Web,7,685,0,0
T440,C1415,1321.04,Withdrawal,"Patelfort, Morocco",2025-02-02 11:18:27,ATM,14,801,0,0
T441,C6712,5519.75,Withdrawal,"Johnchester, Mauritania",2025-02-02 11:33:12,ATM,1,813,0,1
T442,C9960,7291.1,Withdrawal,"South Jamesshire, Niger",2025-01-11 16:45:39,Web,11,529,1,0
T443,C2093,3586.01,Transfer,"Annamouth, Guinea",2025-02-13 17:50:49,Mobile,11,440,1,0
T444,C5502,433.21,Deposit,"East Rhondaville, Saint Lucia",2025-01-08 12:50:03,POS Terminal,20,793,0,0
T445,C4272,4147.02,Transfer,"Thomasfurt, Faroe Islands",2025-02-05 03:47:57,ATM,17,471,1,0
T446,C6036,6904.25,Withdrawal,"Williamfort, South Africa",2025-01-12 02:58:44,ATM,9,830,0,0
T447,C6015,7542.09,Transfer,"West Eddie, Cayman Islands",2025-01-01 18:16:43,Mobile,11,402,0,0
T448,C2235,4131.49,Withdrawal,"New Johnview, Andorra",2025-02-15 12:56:36,ATM,20,727,1,1
T449,C6676,427.69,Online Payment,"Sierraside, Guinea-Bissau",2025-01-09 23:41:57,Web,1,346,1,1
T450,C7449,2515.55,Deposit,"Russellborough, Guam",2025-01-13 13:22:03,ATM,8,806,1,1
T451,C4158,6038.98,Deposit,"Careyview, Guinea",2025-01-24 13:25:22,Web,2,773,0,0
T452,C9339,4551.38,Transfer,"South Robinfort, Russian Federation",2025-01-29 10:09:15,ATM,7,799,1,0
T453,C4044,1199.88,Withdrawal,"West Stephaniechester, United States Minor Outlying Islands",2025-01-03 20:17:32,Web,18,401,1,1
T454,C2458,5700.5,Online Payment,"Port Tammy, Nigeria",2025-01-06 10:24:13,Web,10,802,0,0
T455,C2092,5450.66,Transfer,"Williamstown, Portugal",2025-01-10 09:58:43,Web,4,468,1,0
T456,C6816,6808.97,Transfer,"North Gregoryberg, Andorra",2025-02-09 05:21:02,POS Terminal,7,617,0,0
T457,C5431,6146.17,Online Payment,"Lake Zachary, Nepal",2025-02-03 13:15:45,Mobile,18,434,0,0
T458,C6331,7932.1,Transfer,"West Andrewborough, Turks and Caicos Islands",2025-01-27 19:39:55,Mobile,15,321,1,1
T459,C1482,3645.51,Deposit,"Kristinechester, Albania",2025-02-15 05:25:30,Web,2,650,0,0
T460,C5576,8143.67,Transfer,"East Madison, Reunion",2025-01-01 10:53:47,POS Terminal,12,433,1,0
T461,C2514,6562.16,Withdrawal,"North Rachelview, Taiwan",2025-02-03 01:31:47,Web,16,340,1,1
T462,C4298,5195.45,Deposit,"New Sandra, Grenada",2025-01-14 22:37:09,ATM,10,529,0,0
T463,C4918,3296.02,Transfer,"West Melissaport, Gabon",2025-01-11 00:56:48,POS Terminal,4,545,0,0
T464,C9489,1182.02,Online Payment,"Fergusonberg, Kyrgyz Republic",2025-01-20 01:38:37,POS Terminal,5,769,0,0
T465,C9135,1388.9,Online Payment,"West Joseville, Lao People's Democratic Republic",2025-02-01 05:48:48,POS Terminal,9,476,0,0
T466,C6739,1654.86,Online Payment,"West Jennifer, Northern Mariana Islands",2025-02-15 11:02:35,ATM,16,353,1,0
T467,C8435,2839.44,Deposit,"Natalieburgh, British Indian Ocean Territory (Chagos Archipelago)",2025-01-29 03:07:24,Web,19,317,0,0
T468,C3083,4099.45,Withdrawal,"North Alexis, Norway",2025-02-10 05:46:46,Web,6,599,1,0
T469,C9472,4994.85,Deposit,"Brightfurt, Nepal",2025-01-29 16:41:59,Web,20,304,1,0
T470,C5813,3053.7,Withdrawal,"Lake Gina, Guinea",2025-02-09 04:05:54,ATM,4,603,0,0
T471,C8400,7006.35,Deposit,"North Davidchester, Sierra Leone",2025-02-05 02:20:21,POS Terminal,5,476,1,1
T472,C4169,172.8,Transfer,"West Markberg, Venezuela",2025-01-22 20:34:30,POS Terminal,6,388,0,0
T473,C3844,2499.97,Online Payment,"Jennifermouth, Iran",2025-02-15 06:17:20,Web,7,365,0,0
T474,C5065,4977.61,Transfer,"North James, Mauritania",2025-01-04 10:00:23,POS Terminal,15,552,0,0
